code,comorbidity
C826A,CANCER_LYMPH
C8280,CANCER_LYMPH
C8281,CANCER_LYMPH
C8282,CANCER_LYMPH
C8283,CANCER_LYMPH
C8284,CANCER_LYMPH
C8285,CANCER_LYMPH
C8286,CANCER_LYMPH
C8287,CANCER_LYMPH
C8288,CANCER_LYMPH
C8289,CANCER_LYMPH
C828A,CANCER_LYMPH
C8290,CANCER_LYMPH
C8291,CANCER_LYMPH
C8292,CANCER_LYMPH
C8293,CANCER_LYMPH
C8294,CANCER_LYMPH
C8295,CANCER_LYMPH
C8296,CANCER_LYMPH
C8297,CANCER_LYMPH
C8298,CANCER_LYMPH
C8299,CANCER_LYMPH
C829A,CANCER_LYMPH
C8300,CANCER_LYMPH
C8301,CANCER_LYMPH
C8302,CANCER_LYMPH
C8303,CANCER_LYMPH
C8304,CANCER_LYMPH
C8305,CANCER_LYMPH
C8306,CANCER_LYMPH
C8307,CANCER_LYMPH
C8308,CANCER_LYMPH
C8309,CANCER_LYMPH
C830A,CANCER_LYMPH
C8310,CANCER_LYMPH
C8311,CANCER_LYMPH
C8312,CANCER_LYMPH
C8313,CANCER_LYMPH
C8314,CANCER_LYMPH
C8315,CANCER_LYMPH
C8316,CANCER_LYMPH
C8317,CANCER_LYMPH
C8318,CANCER_LYMPH
C8319,CANCER_LYMPH
C831A,CANCER_LYMPH
C8330,CANCER_LYMPH
C8331,CANCER_LYMPH
C8332,CANCER_LYMPH
C8333,CANCER_LYMPH
C8334,CANCER_LYMPH
C8335,CANCER_LYMPH
C8336,CANCER_LYMPH
C8337,CANCER_LYMPH
C8338,CANCER_LYMPH
C8339,CANCER_LYMPH
C83390,CANCER_LYMPH
C83398,CANCER_LYMPH
C833A,CANCER_LYMPH
C8350,CANCER_LYMPH
C8351,CANCER_LYMPH
C8352,CANCER_LYMPH
C8353,CANCER_LYMPH
C8354,CANCER_LYMPH
C8355,CANCER_LYMPH
C8356,CANCER_LYMPH
C8357,CANCER_LYMPH
C8358,CANCER_LYMPH
C8359,CANCER_LYMPH
C835A,CANCER_LYMPH
C8370,CANCER_LYMPH
C8371,CANCER_LYMPH
C8372,CANCER_LYMPH
C8373,CANCER_LYMPH
C8374,CANCER_LYMPH
C8375,CANCER_LYMPH
C8376,CANCER_LYMPH
C8377,CANCER_LYMPH
C8378,CANCER_LYMPH
C8379,CANCER_LYMPH
C837A,CANCER_LYMPH
C8380,CANCER_LYMPH
C8381,CANCER_LYMPH
C8382,CANCER_LYMPH
C8383,CANCER_LYMPH
C8384,CANCER_LYMPH
C8385,CANCER_LYMPH
C8386,CANCER_LYMPH
C8387,CANCER_LYMPH
C8388,CANCER_LYMPH
C8389,CANCER_LYMPH
C838A,CANCER_LYMPH
C8390,CANCER_LYMPH
C8391,CANCER_LYMPH
C8392,CANCER_LYMPH
C8393,CANCER_LYMPH
C8394,CANCER_LYMPH
C8395,CANCER_LYMPH
C8396,CANCER_LYMPH
C8397,CANCER_LYMPH
C8398,CANCER_LYMPH
C8399,CANCER_LYMPH
C839A,CANCER_LYMPH
C8400,CANCER_LYMPH
C8401,CANCER_LYMPH
C8402,CANCER_LYMPH
C8403,CANCER_LYMPH
C8404,CANCER_LYMPH
C8405,CANCER_LYMPH
C8406,CANCER_LYMPH
C8407,CANCER_LYMPH
C8408,CANCER_LYMPH
C8409,CANCER_LYMPH
C840A,CANCER_LYMPH
C8410,CANCER_LYMPH
C8411,CANCER_LYMPH
C8412,CANCER_LYMPH
C8413,CANCER_LYMPH
C8414,CANCER_LYMPH
C8415,CANCER_LYMPH
C8416,CANCER_LYMPH
C8417,CANCER_LYMPH
C8418,CANCER_LYMPH
C8419,CANCER_LYMPH
C841A,CANCER_LYMPH
C8440,CANCER_LYMPH
C8441,CANCER_LYMPH
C8442,CANCER_LYMPH
C8443,CANCER_LYMPH
C8444,CANCER_LYMPH
C8445,CANCER_LYMPH
C8446,CANCER_LYMPH
C8447,CANCER_LYMPH
C8448,CANCER_LYMPH
C8449,CANCER_LYMPH
C844A,CANCER_LYMPH
C8460,CANCER_LYMPH
C8461,CANCER_LYMPH
C8462,CANCER_LYMPH
C8463,CANCER_LYMPH
C8464,CANCER_LYMPH
C8465,CANCER_LYMPH
C8466,CANCER_LYMPH
C8467,CANCER_LYMPH
C8468,CANCER_LYMPH
C8469,CANCER_LYMPH
C846A,CANCER_LYMPH
C8470,CANCER_LYMPH
C8471,CANCER_LYMPH
C8472,CANCER_LYMPH
C8473,CANCER_LYMPH
C8474,CANCER_LYMPH
C8475,CANCER_LYMPH
C8476,CANCER_LYMPH
C8477,CANCER_LYMPH
C8478,CANCER_LYMPH
C8479,CANCER_LYMPH
C847A,CANCER_LYMPH
C847B,CANCER_LYMPH
C8490,CANCER_LYMPH
C8491,CANCER_LYMPH
C8492,CANCER_LYMPH
C8493,CANCER_LYMPH
C8494,CANCER_LYMPH
C8495,CANCER_LYMPH
C8496,CANCER_LYMPH
C8497,CANCER_LYMPH
C8498,CANCER_LYMPH
C8499,CANCER_LYMPH
C849A,CANCER_LYMPH
C84A0,CANCER_LYMPH
C84A1,CANCER_LYMPH
C84A2,CANCER_LYMPH
C84A3,CANCER_LYMPH
C84A4,CANCER_LYMPH
C84A5,CANCER_LYMPH
C84A6,CANCER_LYMPH
C84A7,CANCER_LYMPH
C84A8,CANCER_LYMPH
C84A9,CANCER_LYMPH
C84AA,CANCER_LYMPH
C84Z0,CANCER_LYMPH
C84Z1,CANCER_LYMPH
C84Z2,CANCER_LYMPH
C84Z3,CANCER_LYMPH
C84Z4,CANCER_LYMPH
C84Z5,CANCER_LYMPH
C84Z6,CANCER_LYMPH
C84Z7,CANCER_LYMPH
C84Z8,CANCER_LYMPH
C84Z9,CANCER_LYMPH
C84ZA,CANCER_LYMPH
C8510,CANCER_LYMPH
C8511,CANCER_LYMPH
C8512,CANCER_LYMPH
C8513,CANCER_LYMPH
C8514,CANCER_LYMPH
C8515,CANCER_LYMPH
C8516,CANCER_LYMPH
C8517,CANCER_LYMPH
C8518,CANCER_LYMPH
C8519,CANCER_LYMPH
C851A,CANCER_LYMPH
C8520,CANCER_LYMPH
C8521,CANCER_LYMPH
C8522,CANCER_LYMPH
C8523,CANCER_LYMPH
C8524,CANCER_LYMPH
C8525,CANCER_LYMPH
C8526,CANCER_LYMPH
C8527,CANCER_LYMPH
C8528,CANCER_LYMPH
C8529,CANCER_LYMPH
C852A,CANCER_LYMPH
C8580,CANCER_LYMPH
C8581,CANCER_LYMPH
C8582,CANCER_LYMPH
C8583,CANCER_LYMPH
C8584,CANCER_LYMPH
C8585,CANCER_LYMPH
C8586,CANCER_LYMPH
C8587,CANCER_LYMPH
C8588,CANCER_LYMPH
C8589,CANCER_LYMPH
C858A,CANCER_LYMPH
C8590,CANCER_LYMPH
C8591,CANCER_LYMPH
C8592,CANCER_LYMPH
C8593,CANCER_LYMPH
C8594,CANCER_LYMPH
C8595,CANCER_LYMPH
C8596,CANCER_LYMPH
C8597,CANCER_LYMPH
C8598,CANCER_LYMPH
C8599,CANCER_LYMPH
C859A,CANCER_LYMPH
C860,CANCER_LYMPH
C8600,CANCER_LYMPH
C8601,CANCER_LYMPH
C861,CANCER_LYMPH
C8610,CANCER_LYMPH
C8611,CANCER_LYMPH
C862,CANCER_LYMPH
C8620,CANCER_LYMPH
C8621,CANCER_LYMPH
C863,CANCER_LYMPH
C8630,CANCER_LYMPH
C8631,CANCER_LYMPH
C864,CANCER_LYMPH
C8640,CANCER_LYMPH
C8641,CANCER_LYMPH
C865,CANCER_LYMPH
C8650,CANCER_LYMPH
C8651,CANCER_LYMPH
C866,CANCER_LYMPH
C8660,CANCER_LYMPH
C8661,CANCER_LYMPH
C880,CANCER_LYMPH
C8800,CANCER_LYMPH
C8801,CANCER_LYMPH
C882,CANCER_LYMPH
C8820,CANCER_LYMPH
C8821,CANCER_LYMPH
C883,CANCER_LYMPH
C8830,CANCER_LYMPH
C8831,CANCER_LYMPH
C884,CANCER_LYMPH
C8840,CANCER_LYMPH
C8841,CANCER_LYMPH
C888,CANCER_LYMPH
C8880,CANCER_LYMPH
C8881,CANCER_LYMPH
C889,CANCER_LYMPH
C8890,CANCER_LYMPH
C8891,CANCER_LYMPH
C9000,CANCER_LYMPH
C9001,CANCER_LYMPH
C9002,CANCER_LYMPH
C9010,CANCER_LEUK
C9011,CANCER_LEUK
C9012,CANCER_LEUK
C9020,CANCER_LYMPH
C9021,CANCER_LYMPH
C9022,CANCER_LYMPH
C9030,CANCER_LYMPH
C9031,CANCER_LYMPH
C9032,CANCER_LYMPH
C9100,CANCER_LEUK
C9101,CANCER_LEUK
C9102,CANCER_LEUK
C9110,CANCER_LEUK
C9111,CANCER_LEUK
C9112,CANCER_LEUK
C9130,CANCER_LEUK
C9131,CANCER_LEUK
C9132,CANCER_LEUK
C9140,CANCER_LEUK
C9141,CANCER_LEUK
C9142,CANCER_LEUK
C9150,CANCER_LEUK
C9151,CANCER_LEUK
C9152,CANCER_LEUK
C9160,CANCER_LEUK
C9161,CANCER_LEUK
C9162,CANCER_LEUK
C9190,CANCER_LEUK
C9191,CANCER_LEUK
C9192,CANCER_LEUK
C91A0,CANCER_LEUK
C91A1,CANCER_LEUK
C91A2,CANCER_LEUK
C91Z0,CANCER_LEUK
C91Z1,CANCER_LEUK
C91Z2,CANCER_LEUK
C9200,CANCER_LEUK
C9201,CANCER_LEUK
C9202,CANCER_LEUK
C9210,CANCER_LEUK
C9211,CANCER_LEUK
C9212,CANCER_LEUK
C9220,CANCER_LEUK
C9221,CANCER_LEUK
C9222,CANCER_LEUK
C9230,CANCER_LEUK
C9231,CANCER_LEUK
C9232,CANCER_LEUK
C9240,CANCER_LEUK
C9241,CANCER_LEUK
C9242,CANCER_LEUK
C9250,CANCER_LEUK
C9251,CANCER_LEUK
C9252,CANCER_LEUK
C9260,CANCER_LEUK
C9261,CANCER_LEUK
C9262,CANCER_LEUK
C9290,CANCER_LEUK
C9291,CANCER_LEUK
C9292,CANCER_LEUK
C92A0,CANCER_LEUK
C92A1,CANCER_LEUK
C92A2,CANCER_LEUK
C92Z0,CANCER_LEUK
C92Z1,CANCER_LEUK
C92Z2,CANCER_LEUK
C9300,CANCER_LEUK
C9301,CANCER_LEUK
C9302,CANCER_LEUK
C9310,CANCER_LEUK
C9311,CANCER_LEUK
C9312,CANCER_LEUK
C9330,CANCER_LEUK
C9331,CANCER_LEUK
C9332,CANCER_LEUK
C9390,CANCER_LEUK
C9391,CANCER_LEUK
C9392,CANCER_LEUK
C93Z0,CANCER_LEUK
C93Z1,CANCER_LEUK
C93Z2,CANCER_LEUK
C9400,CANCER_LEUK
C9401,CANCER_LEUK
C9402,CANCER_LEUK
C9420,CANCER_LEUK
C9421,CANCER_LEUK
C9422,CANCER_LEUK
C9430,CANCER_LEUK
C9431,CANCER_LEUK
C9432,CANCER_LEUK
C9440,CANCER_LEUK
C9441,CANCER_LEUK
C9442,CANCER_LEUK
C946,CANCER_LEUK
C9480,CANCER_LEUK
C9481,CANCER_LEUK
C9482,CANCER_LEUK
C9500,CANCER_LEUK
C9501,CANCER_LEUK
C9502,CANCER_LEUK
C9510,CANCER_LEUK
C9511,CANCER_LEUK
C9512,CANCER_LEUK
C9590,CANCER_LEUK
C9591,CANCER_LEUK
C9592,CANCER_LEUK
C960,CANCER_LYMPH
C962,CANCER_LYMPH
C9620,CANCER_LYMPH
C9621,CANCER_LYMPH
C9622,CANCER_LYMPH
C9629,CANCER_LYMPH
C964,CANCER_LYMPH
C969,CANCER_LYMPH
C96A,CANCER_LYMPH
C96Z,CANCER_LYMPH
D0000,CANCER_NSITU
D0001,CANCER_NSITU
D0002,CANCER_NSITU
D0003,CANCER_NSITU
D0004,CANCER_NSITU
D0005,CANCER_NSITU
D0006,CANCER_NSITU
D0007,CANCER_NSITU
D0008,CANCER_NSITU
D001,CANCER_NSITU
D002,CANCER_NSITU
D010,CANCER_NSITU
D011,CANCER_NSITU
D012,CANCER_NSITU
D013,CANCER_NSITU
D0140,CANCER_NSITU
D0149,CANCER_NSITU
D015,CANCER_NSITU
D017,CANCER_NSITU
D019,CANCER_NSITU
D020,CANCER_NSITU
D021,CANCER_NSITU
D0220,CANCER_NSITU
D0221,CANCER_NSITU
D0222,CANCER_NSITU
D023,CANCER_NSITU
D024,CANCER_NSITU
D030,CANCER_NSITU
D0310,CANCER_NSITU
D0311,CANCER_NSITU
D03111,CANCER_NSITU
D03112,CANCER_NSITU
D0312,CANCER_NSITU
D03121,CANCER_NSITU
D03122,CANCER_NSITU
D0320,CANCER_NSITU
D0321,CANCER_NSITU
D0322,CANCER_NSITU
D0330,CANCER_NSITU
D0339,CANCER_NSITU
D034,CANCER_NSITU
D0351,CANCER_NSITU
D0352,CANCER_NSITU
D0359,CANCER_NSITU
D0360,CANCER_NSITU
D0361,CANCER_NSITU
D0362,CANCER_NSITU
D0370,CANCER_NSITU
D0371,CANCER_NSITU
D0372,CANCER_NSITU
D038,CANCER_NSITU
D039,CANCER_NSITU
D040,CANCER_NSITU
D0410,CANCER_NSITU
D0411,CANCER_NSITU
D04111,CANCER_NSITU
D04112,CANCER_NSITU
D0412,CANCER_NSITU
D04121,CANCER_NSITU
D04122,CANCER_NSITU
D0420,CANCER_NSITU
D0421,CANCER_NSITU
D0422,CANCER_NSITU
D0430,CANCER_NSITU
D0439,CANCER_NSITU
D044,CANCER_NSITU
D045,CANCER_NSITU
D0460,CANCER_NSITU
D0461,CANCER_NSITU
D0462,CANCER_NSITU
D0470,CANCER_NSITU
D0471,CANCER_NSITU
D0472,CANCER_NSITU
D048,CANCER_NSITU
D049,CANCER_NSITU
D0500,CANCER_NSITU
D0501,CANCER_NSITU
D0502,CANCER_NSITU
D0510,CANCER_NSITU
D0511,CANCER_NSITU
D0512,CANCER_NSITU
D0580,CANCER_NSITU
D0581,CANCER_NSITU
D0582,CANCER_NSITU
D0590,CANCER_NSITU
D0591,CANCER_NSITU
D0592,CANCER_NSITU
D060,CANCER_NSITU
D061,CANCER_NSITU
D067,CANCER_NSITU
D069,CANCER_NSITU
D070,CANCER_NSITU
D071,CANCER_NSITU
D072,CANCER_NSITU
D0730,CANCER_NSITU
D0739,CANCER_NSITU
D074,CANCER_NSITU
D075,CANCER_NSITU
D0760,CANCER_NSITU
D0761,CANCER_NSITU
D0769,CANCER_NSITU
D090,CANCER_NSITU
D0910,CANCER_NSITU
D0919,CANCER_NSITU
D0920,CANCER_NSITU
D0921,CANCER_NSITU
D0922,CANCER_NSITU
D093,CANCER_NSITU
D098,CANCER_NSITU
D099,CANCER_NSITU
D469,CANCER_SOLID
D47Z9,CANCER_LYMPH
D500,BLDLOSS
D501,ANEMDEF
D508,ANEMDEF
D509,ANEMDEF
D510,ANEMDEF
D511,ANEMDEF
D512,ANEMDEF
D513,ANEMDEF
D518,ANEMDEF
D519,ANEMDEF
D520,ANEMDEF
D521,ANEMDEF
D528,ANEMDEF
D529,ANEMDEF
D530,ANEMDEF
D531,ANEMDEF
D532,ANEMDEF
D538,ANEMDEF
D539,ANEMDEF
D6102,COAG
D6103,COAG
D6109,COAG
D611,COAG
D612,COAG
D613,COAG
D61810,COAG
D61811,COAG
D61818,COAG
D6182,COAG
D6189,COAG
D619,COAG
D630,ANEMDEF
D631,ANEMDEF
D638,ANEMDEF
D649,ANEMDEF
D65,COAG
D66,COAG
D67,COAG
D680,COAG
D6800,COAG
D6801,COAG
D68020,COAG
D68021,COAG
D68022,COAG
D68023,COAG
D68029,COAG
D6803,COAG
D6804,COAG
D6809,COAG
D681,COAG
D682,COAG
D68311,COAG
D68312,COAG
D68318,COAG
D6832,COAG
D684,COAG
D688,COAG
D689,COAG
D691,COAG
D693,COAG
D6941,COAG
D6942,COAG
D6949,COAG
D6951,COAG
D6959,COAG
D696,COAG
D698,COAG
D699,COAG
D7582,COAG
D75821,COAG
D75822,COAG
D75828,COAG
D75829,COAG
D7584,COAG
E000,THYROID_HYPO
E001,THYROID_HYPO
E002,THYROID_HYPO
E009,THYROID_HYPO
E010,THYROID_HYPO
E011,THYROID_HYPO
E012,THYROID_HYPO
E018,THYROID_HYPO
E02,THYROID_HYPO
E030,THYROID_HYPO
E031,THYROID_HYPO
E032,THYROID_HYPO
E033,THYROID_HYPO
E034,THYROID_HYPO
E035,THYROID_HYPO
E038,THYROID_HYPO
E039,THYROID_HYPO
E040,THYROID_OTH
E041,THYROID_OTH
E042,THYROID_OTH
E048,THYROID_OTH
E049,THYROID_OTH
E0500,THYROID_OTH
E0501,THYROID_OTH
E0510,THYROID_OTH
E0511,THYROID_OTH
E0520,THYROID_OTH
E0521,THYROID_OTH
E0530,THYROID_OTH
E0531,THYROID_OTH
E0540,THYROID_OTH
E0541,THYROID_OTH
E0580,THYROID_OTH
E0581,THYROID_OTH
E0590,THYROID_OTH
E0591,THYROID_OTH
E060,THYROID_OTH
E061,THYROID_OTH
E062,THYROID_OTH
E063,THYROID_OTH
E064,THYROID_OTH
E065,THYROID_OTH
E069,THYROID_OTH
E0800,DIAB_UNCX
E0801,DIAB_UNCX
E0810,DIAB_UNCX
E0811,DIAB_UNCX
E0821,DIAB_CX
E0822,DIAB_CX
E0829,DIAB_CX
E08311,DIAB_CX
E08319,DIAB_CX
E08321,DIAB_CX
E083211,DIAB_CX
E083212,DIAB_CX
E083213,DIAB_CX
E083219,DIAB_CX
E08329,DIAB_CX
E083291,DIAB_CX
E083292,DIAB_CX
E083293,DIAB_CX
E083299,DIAB_CX
E08331,DIAB_CX
E083311,DIAB_CX
E083312,DIAB_CX
E083313,DIAB_CX
E083319,DIAB_CX
E08339,DIAB_CX
E083391,DIAB_CX
E083392,DIAB_CX
E083393,DIAB_CX
E083399,DIAB_CX
E08341,DIAB_CX
E083411,DIAB_CX
E083412,DIAB_CX
E083413,DIAB_CX
E083419,DIAB_CX
E08349,DIAB_CX
E083491,DIAB_CX
E083492,DIAB_CX
E083493,DIAB_CX
E083499,DIAB_CX
E08351,DIAB_CX
E083511,DIAB_CX
E083512,DIAB_CX
E083513,DIAB_CX
E083519,DIAB_CX
E083521,DIAB_CX
E083522,DIAB_CX
E083523,DIAB_CX
E083529,DIAB_CX
E083531,DIAB_CX
E083532,DIAB_CX
E083533,DIAB_CX
E083539,DIAB_CX
E083541,DIAB_CX
E083542,DIAB_CX
E083543,DIAB_CX
E083549,DIAB_CX
E083551,DIAB_CX
E083552,DIAB_CX
E083553,DIAB_CX
E083559,DIAB_CX
E08359,DIAB_CX
E083591,DIAB_CX
E083592,DIAB_CX
E083593,DIAB_CX
E083599,DIAB_CX
E0836,DIAB_CX
E0837X1,DIAB_CX
E0837X2,DIAB_CX
E0837X3,DIAB_CX
E0837X9,DIAB_CX
E0839,DIAB_CX
E0840,DIAB_CX
E0841,DIAB_CX
E0842,DIAB_CX
E0843,DIAB_CX
E0844,DIAB_CX
E0849,DIAB_CX
E0851,DIAB_CX
E0852,DIAB_CX
E0859,DIAB_CX
E08610,DIAB_CX
E08618,DIAB_CX
E08620,DIAB_CX
E08621,DIAB_CX
E08622,DIAB_CX
E08628,DIAB_CX
E08630,DIAB_CX
E08638,DIAB_CX
E08641,DIAB_CX
E08649,DIAB_CX
E0865,DIAB_CX
E0869,DIAB_CX
E088,DIAB_CX
E089,DIAB_UNCX
E0900,DIAB_UNCX
E0901,DIAB_UNCX
E0910,DIAB_UNCX
E0911,DIAB_UNCX
E0921,DIAB_CX
E0922,DIAB_CX
E0929,DIAB_CX
E09311,DIAB_CX
E09319,DIAB_CX
E09321,DIAB_CX
E093211,DIAB_CX
E093212,DIAB_CX
E093213,DIAB_CX
E093219,DIAB_CX
E09329,DIAB_CX
E093291,DIAB_CX
E093292,DIAB_CX
E093293,DIAB_CX
E093299,DIAB_CX
E09331,DIAB_CX
E093311,DIAB_CX
E093312,DIAB_CX
E093313,DIAB_CX
E093319,DIAB_CX
E09339,DIAB_CX
E093391,DIAB_CX
E093392,DIAB_CX
E093393,DIAB_CX
E093399,DIAB_CX
E09341,DIAB_CX
E093411,DIAB_CX
E093412,DIAB_CX
E093413,DIAB_CX
E093419,DIAB_CX
E09349,DIAB_CX
E093491,DIAB_CX
E093492,DIAB_CX
E093493,DIAB_CX
E093499,DIAB_CX
E09351,DIAB_CX
E093511,DIAB_CX
E093512,DIAB_CX
E093513,DIAB_CX
E093519,DIAB_CX
E093521,DIAB_CX
E093522,DIAB_CX
E093523,DIAB_CX
E093529,DIAB_CX
E093531,DIAB_CX
E093532,DIAB_CX
E093533,DIAB_CX
E093539,DIAB_CX
E093541,DIAB_CX
E093542,DIAB_CX
E093543,DIAB_CX
E093549,DIAB_CX
E093551,DIAB_CX
E093552,DIAB_CX
E093553,DIAB_CX
E093559,DIAB_CX
E09359,DIAB_CX
E093591,DIAB_CX
E093592,DIAB_CX
E093593,DIAB_CX
E093599,DIAB_CX
E0936,DIAB_CX
E0937X1,DIAB_CX
E0937X2,DIAB_CX
E0937X3,DIAB_CX
E0937X9,DIAB_CX
E0939,DIAB_CX
E0940,DIAB_CX
E0941,DIAB_CX
E0942,DIAB_CX
E0943,DIAB_CX
E0944,DIAB_CX
E0949,DIAB_CX
E0951,DIAB_CX
E0952,DIAB_CX
E0959,DIAB_CX
E09610,DIAB_CX
E09618,DIAB_CX
E09620,DIAB_CX
E09621,DIAB_CX
E09622,DIAB_CX
E09628,DIAB_CX
E09630,DIAB_CX
E09638,DIAB_CX
E09641,DIAB_CX
E09649,DIAB_CX
E0965,DIAB_CX
E0969,DIAB_CX
E098,DIAB_CX
E099,DIAB_UNCX
E1010,DIAB_UNCX
E1011,DIAB_UNCX
E1021,DIAB_CX
E1022,DIAB_CX
E1029,DIAB_CX
E10311,DIAB_CX
E10319,DIAB_CX
E10321,DIAB_CX
E103211,DIAB_CX
E103212,DIAB_CX
E103213,DIAB_CX
E103219,DIAB_CX
E10329,DIAB_CX
E103291,DIAB_CX
E103292,DIAB_CX
E103293,DIAB_CX
E103299,DIAB_CX
E10331,DIAB_CX
E103311,DIAB_CX
E103312,DIAB_CX
E103313,DIAB_CX
E103319,DIAB_CX
E10339,DIAB_CX
E103391,DIAB_CX
E103392,DIAB_CX
E103393,DIAB_CX
E103399,DIAB_CX
E10341,DIAB_CX
E103411,DIAB_CX
E103412,DIAB_CX
E103413,DIAB_CX
E103419,DIAB_CX
E10349,DIAB_CX
E103491,DIAB_CX
E103492,DIAB_CX
E103493,DIAB_CX
E103499,DIAB_CX
E10351,DIAB_CX
E103511,DIAB_CX
E103512,DIAB_CX
E103513,DIAB_CX
E103519,DIAB_CX
E103521,DIAB_CX
E103522,DIAB_CX
E103523,DIAB_CX
E103529,DIAB_CX
E103531,DIAB_CX
E103532,DIAB_CX
E103533,DIAB_CX
E103539,DIAB_CX
E103541,DIAB_CX
E103542,DIAB_CX
E103543,DIAB_CX
E103549,DIAB_CX
E103551,DIAB_CX
E103552,DIAB_CX
E103553,DIAB_CX
E103559,DIAB_CX
E10359,DIAB_CX
E103591,DIAB_CX
E103592,DIAB_CX
E103593,DIAB_CX
E103599,DIAB_CX
E1036,DIAB_CX
E1037X1,DIAB_CX
E1037X2,DIAB_CX
E1037X3,DIAB_CX
E1037X9,DIAB_CX
E1039,DIAB_CX
E1040,DIAB_CX
E1041,DIAB_CX
E1042,DIAB_CX
E1043,DIAB_CX
E1044,DIAB_CX
E1049,DIAB_CX
E1051,DIAB_CX
E1052,DIAB_CX
E1059,DIAB_CX
E10610,DIAB_CX
E10618,DIAB_CX
E10620,DIAB_CX
E10621,DIAB_CX
E10622,DIAB_CX
E10628,DIAB_CX
E10630,DIAB_CX
E10638,DIAB_CX
E10641,DIAB_CX
E10649,DIAB_CX
E1065,DIAB_CX
E1069,DIAB_CX
E108,DIAB_CX
E109,DIAB_UNCX
E1100,DIAB_UNCX
E1101,DIAB_UNCX
